Date,Name,Rank,Points,Flag,Conference,CountryUrl,PageUrl
2013-12-13,USA,1,2228,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20131213
2022-12-09,Norway,13,1911.04,https://api.fifa.com/api/v3/picture/flags-sq-2/NOR,UEFA,https://www.fifa.com/fifa-world-ranking/NOR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20221209
2013-08-02,Germany,2,2152,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130802
2015-09-25,USA,1,2189,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150925
2014-03-28,USA,1,2197,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140328
2014-12-19,Germany,1,2176,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20141219
2015-03-27,Germany,1,2168,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150327
2013-06-21,Canada,8,1983,https://api.fifa.com/api/v3/picture/flags-sq-2/CAN,CONCACAF,https://www.fifa.com/fifa-world-ranking/CAN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130621
2015-07-10,France,3,2081,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150710
2014-09-19,Japan,3,2081,https://api.fifa.com/api/v3/picture/flags-sq-2/JPN,AFC,https://www.fifa.com/fifa-world-ranking/JPN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140919
2014-06-20,Germany,2,2168,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140620
2013-12-13,Germany,2,2156,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20131213
2015-12-18,USA,1,2180,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20151218
2016-03-25,USA,1,2174,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160325
2022-12-09,China PR,14,1862.87,https://api.fifa.com/api/v3/picture/flags-sq-2/CHN,AFC,https://www.fifa.com/fifa-world-ranking/CHN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20221209
2013-08-02,Japan,3,2072,https://api.fifa.com/api/v3/picture/flags-sq-2/JPN,AFC,https://www.fifa.com/fifa-world-ranking/JPN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130802
2015-09-25,Germany,2,2115,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150925
2014-03-28,Germany,2,2173,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140328
2014-12-19,USA,2,2158,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20141219
2015-03-27,USA,2,2158,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150327
2003-07-16,USA,1,2170,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2016-08-26,USA,1,2137,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160826
2003-08-29,USA,1,2171,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-12-15,Germany,1,2201,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20031215
2016-06-24,USA,1,2168,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160624
2017-03-24,Germany,1,2108,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20170324
2013-06-21,Korea DPR,9,1943,https://api.fifa.com/api/v3/picture/flags-sq-2/PRK,AFC,https://www.fifa.com/fifa-world-ranking/PRK,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130621
2015-07-10,Japan,4,2073,https://api.fifa.com/api/v3/picture/flags-sq-2/JPN,AFC,https://www.fifa.com/fifa-world-ranking/JPN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150710
2014-09-19,France,4,2067,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140919
2014-06-20,Japan,3,2081,https://api.fifa.com/api/v3/picture/flags-sq-2/JPN,AFC,https://www.fifa.com/fifa-world-ranking/JPN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140620
2015-12-18,Germany,2,2104,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20151218
2016-03-25,Germany,2,2117,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160325
2003-10-24,Germany,1,2201,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20031024
2004-08-30,Germany,1,2184,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20040830
2004-03-15,Germany,1,2189,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20040315
2004-06-07,Germany,1,2191,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20040607
2013-08-02,Brazil,4,2042,https://api.fifa.com/api/v3/picture/flags-sq-2/BRA,CONMEBOL,https://www.fifa.com/fifa-world-ranking/BRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130802
2013-12-13,Japan,3,2071,https://api.fifa.com/api/v3/picture/flags-sq-2/JPN,AFC,https://www.fifa.com/fifa-world-ranking/JPN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20131213
2014-12-19,France,3,2091,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20141219
2003-07-16,Norway,2,2160,https://api.fifa.com/api/v3/picture/flags-sq-2/NOR,UEFA,https://www.fifa.com/fifa-world-ranking/NOR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2016-08-26,Germany,2,2112,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160826
2003-08-29,Norway,2,2159,https://api.fifa.com/api/v3/picture/flags-sq-2/NOR,UEFA,https://www.fifa.com/fifa-world-ranking/NOR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2016-06-24,Germany,2,2115,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160624
2017-03-24,USA,2,2105,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20170324
2016-12-23,USA,1,2140,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20161223
2005-03-25,Germany,1,2190,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20050325
2005-06-24,Germany,1,2231,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20050624
2004-12-20,Germany,1,2181,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20041220
2005-09-16,Germany,1,2233,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20050916
2022-12-09,Korea Republic,15,1853.96,https://api.fifa.com/api/v3/picture/flags-sq-2/KOR,AFC,https://www.fifa.com/fifa-world-ranking/KOR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20221209
2015-07-10,England,5,2038,https://api.fifa.com/api/v3/picture/flags-sq-2/ENG,UEFA,https://www.fifa.com/fifa-world-ranking/ENG,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150710
2014-06-20,France,4,2046,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140620
2015-09-25,France,3,2083,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150925
2014-03-28,Japan,3,2076,https://api.fifa.com/api/v3/picture/flags-sq-2/JPN,AFC,https://www.fifa.com/fifa-world-ranking/JPN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140328
2015-03-27,France,3,2103,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150327
2015-12-18,France,3,2078,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20151218
2016-03-25,France,3,2068,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160325
2003-12-15,USA,2,2162,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20031215
2003-10-24,USA,2,2166,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20031024
2004-08-30,USA,2,2177,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20040830
2004-03-15,USA,2,2167,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20040315
2004-06-07,USA,2,2166,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20040607
2006-05-19,Germany,1,2218,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20060519
2006-03-17,Germany,1,2219,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20060317
2005-12-16,Germany,1,2234,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20051216
2013-06-21,Australia,10,1939,https://api.fifa.com/api/v3/picture/flags-sq-2/AUS,AFC,https://www.fifa.com/fifa-world-ranking/AUS,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130621
2014-09-19,Sweden,5,2021,https://api.fifa.com/api/v3/picture/flags-sq-2/SWE,UEFA,https://www.fifa.com/fifa-world-ranking/SWE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140919
2013-08-02,Sweden,5,2028,https://api.fifa.com/api/v3/picture/flags-sq-2/SWE,UEFA,https://www.fifa.com/fifa-world-ranking/SWE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130802
2016-08-26,France,3,2046,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160826
2003-08-29,Germany,3,2155,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2017-03-24,France,3,2072,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20170324
2016-12-23,Germany,2,2109,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20161223
2005-06-24,USA,2,2190,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20050624
2004-12-20,USA,2,2165,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20041220
2005-09-16,USA,2,2191,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20050916
2007-06-15,USA,1,2204,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20070615
2007-03-16,USA,1,2191,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20070316
2006-12-22,Germany,1,2229,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20061222
2007-10-05,Germany,1,2201,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20071005
2006-09-15,Germany,1,2223,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20060915
2022-12-09,Iceland,16,1850.91,https://api.fifa.com/api/v3/picture/flags-sq-2/ISL,UEFA,https://www.fifa.com/fifa-world-ranking/ISL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20221209
2015-07-10,Brazil,6,1975,https://api.fifa.com/api/v3/picture/flags-sq-2/BRA,CONMEBOL,https://www.fifa.com/fifa-world-ranking/BRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150710
2014-06-20,Sweden,5,2028,https://api.fifa.com/api/v3/picture/flags-sq-2/SWE,UEFA,https://www.fifa.com/fifa-world-ranking/SWE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140620
2013-12-13,Brazil,4,2031,https://api.fifa.com/api/v3/picture/flags-sq-2/BRA,CONMEBOL,https://www.fifa.com/fifa-world-ranking/BRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20131213
2014-03-28,France,4,2051,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20140328
2014-12-19,Japan,4,2084,https://api.fifa.com/api/v3/picture/flags-sq-2/JPN,AFC,https://www.fifa.com/fifa-world-ranking/JPN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20141219
2015-03-27,Japan,4,2066,https://api.fifa.com/api/v3/picture/flags-sq-2/JPN,AFC,https://www.fifa.com/fifa-world-ranking/JPN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150327
2015-12-18,Japan,4,2045,https://api.fifa.com/api/v3/picture/flags-sq-2/JPN,AFC,https://www.fifa.com/fifa-world-ranking/JPN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20151218
2003-07-16,Germany,3,2153,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-12-15,Norway,3,2133,https://api.fifa.com/api/v3/picture/flags-sq-2/NOR,UEFA,https://www.fifa.com/fifa-world-ranking/NOR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20031215
2016-06-24,France,3,2064,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20160624
2004-06-07,Norway,3,2122,https://api.fifa.com/api/v3/picture/flags-sq-2/NOR,UEFA,https://www.fifa.com/fifa-world-ranking/NOR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20040607
2005-03-25,USA,1,2190,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20050325
2006-05-19,USA,2,2197,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20060519
2006-03-17,USA,2,2189,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20060317
2005-12-16,USA,2,2184,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20051216
2008-03-21,USA,1,2207,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20080321
2007-12-21,Germany,1,2201,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20071221
2008-06-06,USA,1,2200,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20080606
2013-06-21,Norway,11,1922,https://api.fifa.com/api/v3/picture/flags-sq-2/NOR,UEFA,https://www.fifa.com/fifa-world-ranking/NOR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20130621
2015-09-25,Japan,4,2052,https://api.fifa.com/api/v3/picture/flags-sq-2/JPN,AFC,https://www.fifa.com/fifa-world-ranking/JPN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20150925
